filename,label,percent through interval,F2
m02_mono_M02_ahpa-2_2,a-p,100,1782.39490363064
m02_mono_M02_ahpwa-1_1,a-pw,0,808.280068870824
m02_mono_M02_ahpwa-1_1,a-pw,50,1055.57390112143
m02_mono_M02_ahpwa-1_1,a-pw,100,1317.172840074
m02_mono_M02_apa-1_1,a-p,0,1499.19572577403
m02_mono_M02_apa-1_1,a-p,50,1591.16128899571
m02_mono_M02_apa-1_1,a-p,100,1553.20516895693
m02_mono_M02_apa-2_1,a-p,0,1552.04857113448
m02_mono_M02_apa-2_1,a-p,50,1646.74942137354
m02_mono_M02_apa-2_1,a-p,100,1705.63805591024
m02_mono_M02_apa-3_1,a-p,0,1415.39565968521
m02_mono_M02_apa-3_1,a-p,50,1556.35195904568
m02_mono_M02_apa-3_1,a-p,100,1961.81195145454
m02_mono_M02_apwal-1_1,a-pw,0,879.179981893192
m02_mono_M02_apwal-1_1,a-pw,50,1323.85260815181
m02_mono_M02_apwal-1_1,a-pw,100,1811.11861838525
m02_mono_M02_apwal-1_2,a-pw,0,965.7955093102
m02_mono_M02_apwal-1_2,a-pw,50,1566.27662132545
m02_mono_M02_apwal-1_2,a-pw,100,1781.32827417936
m02_mono_M02_apwal-2_1,a-pw,0,664.3
m02_mono_M02_apwal-2_1,a-pw,50,1401.7847597198
m02_mono_M02_apwal-2_1,a-pw,100,1933.36207369239
m02_mono_M02_apwal-3_1,a-pw,0,915.146422779515
m02_mono_M02_apwal-3_1,a-pw,50,1459.7081912338
m02_mono_M02_apwal-3_1,a-pw,100,1817.4871032702
m02_mono_M02_apwal-3_2,a-pw,0,956.649096835568
m02_mono_M02_apwal-3_2,a-pw,50,1405.42752818591
m02_mono_M02_apwal-3_2,a-pw,100,1708.72920532342
m02_mono_M02_ata-1_1,a-t,0,1803.73943382934
m02_mono_M02_ata-1_1,a-t,50,1512.53283161056
m02_mono_M02_ata-1_1,a-t,100,1562.55095554512
m02_mono_M02_ata-2_1,a-t,0,1841.38222589859
m02_mono_M02_ata-2_1,a-t,50,1717.64337141758
m02_mono_M02_ata-2_1,a-t,100,1575.01927162286
m02_mono_M02_ata-3_1,a-t,0,1931.12459326739
m02_mono_M02_ata-3_1,a-t,50,1701.00911513052
m02_mono_M02_ata-3_1,a-t,100,1688.37814472424
m02_mono_M02_idi-1_1,i-d,0,2213.07154551269
m02_mono_M02_idi-1_1,i-d,50,2852.50896077915
m02_mono_M02_idi-1_1,i-d,100,1867.4580183538
m02_mono_M02_idi-3_1,i-d,0,2195.25473428416
m02_mono_M02_idi-3_1,i-d,50,2782.66711365762
m02_mono_M02_idi-3_1,i-d,100,2266.07433694317
m02_mono_M02_ihpi-2_1,i-p,0,2087.18121681115
m02_mono_M02_ihpi-2_1,i-p,50,2544.08223295519
m02_mono_M02_ihpi-2_1,i-p,100,1425.26960583821
m02_mono_M02_ihpwi-3_1,i-pw,0,986.368371557972
m02_mono_M02_ihpwi-3_1,i-pw,50,2721.35217277012
m02_mono_M02_ihpwi-3_1,i-pw,100,1674.3293302677
m02_mono_M02_ihpwi-3_2,i-pw,0,1032
m02_mono_M02_ihpwi-3_2,i-pw,50,2619.30872704
m02_mono_M02_ihpwi-3_2,i-pw,100,2576.71915272809
m02_mono_M02_ipwidi-1_1,i-pw,0,1065.2544748976
m02_mono_M02_ipwidi-1_1,i-pw,50,1395.74270740725
m02_mono_M02_ipwidi-1_1,i-pw,100,1594.95492028236
m02_mono_M02_ipwidi-2_1,i-pw,0,910.549262041339
m02_mono_M02_ipwidi-2_1,i-pw,50,1325.12306337023
m02_mono_M02_ipwidi-2_1,i-pw,100,1753.23574120522
m02_mono_M02_ipwidi-2_2,i-pw,0,1195.43550399574
m02_mono_M02_ipwidi-2_2,i-pw,50,1293.41239235979
m02_mono_M02_ipwidi-2_2,i-pw,100,1641.68086168481
m02_mono_M02_ipwidi-3_1,i-pw,0,1094.08631229542
m02_mono_M02_ipwidi-3_1,i-pw,50,1528.89139440098
m02_mono_M02_ipwidi-3_1,i-pw,100,1837.41463874674
m02_mono_M02_itik-1_1,i-t,0,2244.86931205515
m02_mono_M02_itik-1_1,i-t,50,2236.59605050906
m02_mono_M02_itik-1_1,i-t,100,1816.3075762025
m02_mono_M02_itik-2_1,i-t,0,1978.89545309307
m02_mono_M02_itik-2_1,i-t,50,1973.52875393466
m02_mono_M02_itik-2_1,i-t,100,1589.68339462269
m02_mono_M02_itik-3_1,i-t,0,2144.49229853926
m02_mono_M02_itik-3_1,i-t,50,1963.84180665933
m02_mono_M02_itik-3_1,i-t,100,1563.05239349177
m02_mono_M02_koahpi-1_1,i-p,0,2096.89458075162
m02_mono_M02_koahpi-1_1,i-p,50,2168.2705356781
m02_mono_M02_koahpi-1_1,i-p,100,1871.06911345231
m02_mono_M02_koahpi-2_1,i-p,0,2164.69788528145
m02_mono_M02_koahpi-2_1,i-p,50,2019.52103145007
m02_mono_M02_koahpi-2_1,i-p,100,3225.94011529423
m02_mono_M02_koahpi-3_1,i-p,0,2254.32120221946
m02_mono_M02_koahpi-3_1,i-p,50,2712.45016463453
m02_mono_M02_koahpi-3_1,i-p,100,2843.7566519017
m02_mono_M02_pahpa-1_1,a-p,0,1570.67777988143
m02_mono_M02_pahpa-1_1,a-p,50,1614.07407569068
m02_mono_M02_pahpa-1_1,a-p,100,1716.12183563472
m02_mono_M02_pahpa-2_1,a-p,0,1545.87126781087
m02_mono_M02_pahpa-2_1,a-p,50,1676.75162774227
m02_mono_M02_pahpa-2_1,a-p,100,1705.63075469308
m02_mono_M02_pahpa-3_1,a-p,0,1777.72030120815
m02_mono_M02_pahpa-3_1,a-p,50,1829.96429257934
m02_mono_M02_pahpa-3_1,a-p,100,1989.1630877297
